duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class1
123063518,163536,123031689,92,1,37275,122900020,18170.666667,15400000,0.154392,61.976125,1,122899982,6836862.111111,29000000,123063518,123000000,123063518,0,122899982,123000000,122899982,0,BROWSING
92175573,92109554,92149755,41,10,91878260,91877564,7085350.307692,4849987.105263,0.368861,80.834865,10,91852457,2793199.181818,16000000,92058084,92100000,92058084,0,91852457,91900000,91852457,0,BROWSING
121645055,156902,121612333,5,1,34930,121488187,15690.2,15200000,0.164413,67.960017,1,121488153,6402371.315789,27900000,121645055,122000000,121645055,0,121488153,121000000,121488153,0,BROWSING
11415936,1416180,11361751,154,1,1136286,9999808,128743.636364,1262416.777778,1.927131,693.504238,1,9999756,543616,2180542.376619,1361268,5707968,10054668,6147162.091567,1136286,5568021,9999756,6267419.741843,BROWSING
105864775,105812807,105813243,381,28248,26952528,26937672,4408866.958333,5569118.052632,0.425071,162.216375,42,26937583,2406017.613636,6166889.102775,1342632,9602729.818182,26938009,9608492.178821,1281398,9439398.363636,26937583,9534808.884268,BROWSING
11336916,1338338,11282892,2009,2,664897,9998601,191191.142857,1253654.666667,1.587733,696.926748,2,9998578,666877.411765,2410714.013192,11336916,11300000,11336916,0,9998578,9998578,9998578,0,BROWSING
11189754,1185256,11137437,246,1,438684,10004522,148157,1237493,1.697982,709.756443,1,10004498,621653,2345164.652874,11189754,11200000,11189754,0,10004498,10000000,10004498,0,BROWSING
169416,169416,111524,655,2,49239,29379,21177,18587.333333,94.442083,56476.365869,2,33884,11294.4,13424.173634,-1,0,-1,0,-1,0,-1,0,BROWSING
260549,260549,204186,2,9,90846,56286,17369.933333,20418.6,103.627341,87027.775965,2,56335,10021.115385,19840.943199,-1,0,-1,0,-1,0,-1,0,BROWSING
59027546,59002368,59001866,3,2,58895670,58895635,4916864,4538605.076923,0.457414,163.364406,2,58870506,2270290.230769,11500000,59002368,59000000,59002368,0,58870506,58900000,58870506,0,BROWSING
106095660,106070213,106070006,39,2,45122253,45081584,4419592.208333,2719743.74359,0.612655,94.754112,2,45056047,1657744.6875,7904235.112281,3749986,17700000,45261908,21300000,3640507,17500000,45056047,21400000,BROWSING
1482842,1482842,1447838,148,1,1294157,1334867,134803.818182,180979.75,14.161994,5322.886727,1,1294157,74142.1,287612.160279,1442157,1442157,1442157,0,1294157,1294157,1294157,0,BROWSING
58943249,58918136,58916969,5,3,58809285,58808937,4909844.666667,4532074.538462,0.458068,151.00966,3,58783870,2267048.038462,11500000,58918136,58900000,58918136,0,58783870,58800000,58783870,0,BROWSING
70527742,70527742,133649,101,1,70361602,47918,7052774.2,19092.714286,0.269398,108.368704,1,70361602,3918207.888889,16600000,70527742,70500000,70527742,0,70361602,70400000,70361602,0,BROWSING
116191632,116191632,123862,5,1,116034996,47836,11600000,17694.571429,0.163523,76.52014,1,116034996,6455090.666667,27300000,116191632,116000000,116191632,0,116034996,116000000,116034996,0,BROWSING
5123142,5123142,5071094,161,2,4850045,4902971,465740.181818,633886.75,4.099047,1537.533022,2,4850045,256157.1,1081546.107741,5070239,5070239,5070239,0,4850045,4850045,4850045,0,BROWSING
104170882,104159430,104170882,2,99,45003786,44993256,5786635,7440777.285714,0.326387,96.245705,2,44993256,3156693.393939,10900000,1847796,17300000,45146610,21600000,1847576,17200000,44993256,21500000,BROWSING
111893926,111893926,233918,209,1,111599815,97046,12400000,23391.8,0.187678,103.517683,1,111599815,5594696.3,25000000,111893926,112000000,111893926,0,111599815,112000000,111599815,0,BROWSING
1786595,1786595,1734320,165,189,855517,909137,198510.555556,216790,10.634755,4444.208117,13,855517,99255.277778,216840.467662,-1,0,-1,0,-1,0,-1,0,BROWSING
3996015,3996015,2719937,120,151,2416757,2452953,444001.666667,339992.125,4.754737,1986.979528,12,2416757,222000.833333,623156.499515,1276041,1846432.5,2416824,806655.395162,1276041,1846399,2416757,806608.019007,BROWSING
1993801,1993801,1941295,155,1,1393128,1449003,181254.636364,242661.875,10.532646,3934.695589,1,1393128,99690.05,310000.135517,1937935,1937935,1937935,0,1393128,1393128,1393128,0,BROWSING
90211322,90186167,90185965,28,5,45052039,45052108,5636635.4375,6012397.666667,0.365808,82.206976,5,45026953,2819103.8125,11100000,45052039,45100000,45134128,58045.688552,44999693,45000000,45026953,19275.730829,BROWSING
58889735,58864149,58863735,8,2,58747730,58747999,4905345.75,4204552.5,0.475465,118.781312,2,58722469,2181101.296296,11300000,58864149,58900000,58864149,0,58722469,58700000,58722469,0,BROWSING
39311774,29314327,39246885,54078,1,9922268,9997488,3257147.444444,4360765,0.508753,233.3652,1,9997447,2069040.736842,4070307.156561,9316314,9827943.5,10054113,343384.882026,9117399,9734147,9997447,413290.661671,BROWSING
5597562,618953,5544941,183,184,374875,5018015,61895.3,693117.625,3.572984,1316.108692,5,4978609,294608.526316,1137470.812696,5597562,5597562,5597562,0,4978609,4978609,4978609,0,BROWSING
33865699,33814780,33819339,365,41,28993099,28993400,2817898.333333,1878852.166667,0.944909,211.511949,12,28942481,1092441.903226,5200061.753716,1402539,11200000,28993400,15500000,1136059,11000000,28942481,15500000,BROWSING
45159729,45134213,45133934,60,2,45023129,45023152,3008947.533333,3223852.428571,0.686452,162.069175,2,44997636,1505324.3,8214392.231393,45134213,45100000,45134213,0,44997636,45000000,44997636,0,BROWSING
332303,266369,306748,9,64,94737,142019,26636.9,25562.333333,72.223242,27291.357586,9,94628,14447.956522,24831.087808,-1,0,-1,0,-1,0,-1,0,BROWSING
90355593,90330080,90329531,77,4,45099999,45100042,3927394.782609,3763730.458333,0.542302,93.076695,4,45074529,1882408.1875,9093331.730455,45099999,45200000,45230081,91981.864305,44997018,45000000,45074529,54808.553707,BROWSING
196375,173150,172008,717,0,33732,57005,19238.888889,15637.090909,112.030554,41110.120942,0,33732,9351.190476,11962.655166,-1,0,-1,0,-1,0,-1,0,BROWSING
2379288,2379288,2317551,103,1,2119952,2184336,297411,257505.666667,7.985582,2882.795189,1,2119952,132182.666667,496771.049395,2310749,2310749,2310749,0,2119952,2119952,2119952,0,BROWSING
58198329,58172534,58172343,15,6,58054450,58014439,4847711.166667,3635771.4375,0.515479,127.993366,4,57988973,2006838.931034,10800000,58172534,58200000,58172534,0,57988973,58000000,57988973,0,BROWSING
90132225,90131265,90105499,104,2,45000776,45001063,6008751,4505274.95,0.410508,76.165877,2,45000667,2503672.916667,10500000,44995618,45100000,45135647,99015.455458,44995222,45000000,45000667,3850.196294,BROWSING
90243914,90218827,90218548,54,2,45096036,45096089,5306989.823529,6444182,0.365676,79.828098,2,45071002,2820122.3125,11100000,45096036,45100000,45122791,18918.641904,44996549,45000000,45071002,52646.22117,BROWSING
60515838,60515838,403184,658,2,59998768,183082,7564479.75,40318.4,0.330492,157.694255,2,59998768,3185044.105263,13800000,60515838,60500000,60515838,0,59998768,60000000,59998768,0,BROWSING
36855490,36855490,379555,316,2,36364830,182268,4606936.25,37955.5,0.54266,258.930216,2,36364830,1939762.631579,8336560.672447,36855490,36900000,36855490,0,36364830,36400000,36364830,0,BROWSING
5336270,5336270,5274304,32,39,5078127,5139676,533627,659288,3.747936,1296.973354,14,5078127,280856.315789,1162002.805309,5273759,5273759,5273759,0,5078127,5078127,5078127,0,BROWSING
110322079,110256327,110296174,126,3,29632378,29592620,2901482.289474,1723377.71875,0.942694,122.631844,3,29566959,1071088.145631,4050163.721281,2143173,11000000,29679268,8221132.873912,2031631,10900000,29566959,8220485.392849,BROWSING
113846562,113846549,113845515,8,31,50000747,49953249,2846163.725,4378673.653846,0.597295,144.413671,8,49953157,1699202.41791,7502210.713331,3978028,22700000,50158242,18700000,3488556,22400000,49953157,18700000,BROWSING
58249477,58224341,58224127,9,2,58120451,58118967,4478795.461538,3881608.466667,0.515026,141.529168,2,58093850,2008602.655172,10800000,58224341,58200000,58224341,0,58093850,58100000,58093850,0,BROWSING
10216932,247701,10171705,6,26,103012,10008678,27522.333333,1017170.5,2.055412,748.952817,6,9969231,510846.6,2226349.523524,10216932,10200000,10216932,0,9969231,9969231,9969231,0,BROWSING
90219170,90193893,90193595,47,8,45056007,45056091,5305523.117647,6012906.333333,0.37686,93.804898,8,45030814,2733914.242424,10900000,45056007,45100000,45137886,57897.196128,45006068,45000000,45030814,17498.064379,BROWSING
10258565,289074,10215572,147,21,144405,10009145,32119.333333,1021557.2,2.04707,758.68311,21,9969491,512928.25,2225945.176783,10258565,10300000,10258565,0,9969491,9969491,9969491,0,BROWSING
90250987,90225448,90224457,21,8,45092041,45092124,5307379.294118,6014963.8,0.376727,93.738587,8,45066585,2734878.393939,10900000,45092041,45100000,45133407,29250.179093,44997706,45000000,45066585,48704.807971,BROWSING
119986119,119986091,119986113,6,4,29732508,29653928,7058005.352941,6315058.578947,0.316703,61.232083,2,29653928,3242868.081081,8623908.897234,11801721,24000000,29826825,7116657.493968,11801695,23900000,29653928,7072034.384195,BROWSING
4950108,4950108,4877825,2940,0,4682042,4742845,618763.5,609728.125,3.636284,1410.272261,0,4682042,291182.823529,1131790.482018,4876764,4876764,4876764,0,4682042,4682042,4682042,0,BROWSING
126499,101005,100133,59,2,26891,28972,7214.642857,7152.357143,237.156025,54743.515759,2,26366,4362.034483,8993.998237,-1,0,-1,0,-1,0,-1,0,BROWSING
6165874,163836,6134557,277,2,33528,6002105,16383.6,613455.7,3.568026,1111.764528,2,6002036,293613.047619,1308034.227033,6165872,6165872,6165872,0,6002036,6002036,6002036,0,BROWSING
118371627,430055,118322935,4,2,181973,117941597,43005.5,13100000,0.177407,98.680742,2,117941572,5918581.35,26400000,118371627,118000000,118371627,0,117941572,118000000,117941572,0,BROWSING
109866788,109866788,179880,3863,79,109656040,110982,13700000,25697.142857,0.154733,58.416198,27,109656040,6866674.25,27400000,109866788,110000000,109866788,0,109656040,110000000,109656040,0,BROWSING
107538,107538,53454,12,7,44733,34268,15362.571429,7636.285714,148.784616,100457.512693,7,28113,7169.2,11291.50649,-1,0,-1,0,-1,0,-1,0,BROWSING
251141,225166,225212,118,11,45309,71322,25018.444444,17324,95.563847,29501.355812,11,45309,10919.173913,15363.208644,-1,0,-1,0,-1,0,-1,0,BROWSING
91155737,91110767,91107970,2,6,45131969,45129825,5061709.277778,5694248.125,0.394929,206.920602,2,45084855,2604449.628571,10600000,45131969,45600000,45978798,598798.528405,44960096,45000000,45084855,88217.934908,BROWSING
196866,171703,121323,63,8,75593,36800,11446.866667,8665.928571,157.467516,42191.135087,8,75543,6562.2,15904.228923,-1,0,-1,0,-1,0,-1,0,BROWSING
132364,107160,105645,59,3,27751,31604,7144,7546.071429,234.202653,62751.201233,3,26719,4412.133333,9006.426695,-1,0,-1,0,-1,0,-1,0,BROWSING
90269605,90230822,90230653,19,2,45055937,45056019,5307695.411765,6445046.642857,0.365572,85.975783,2,45017236,2820925.15625,11100000,45055937,45100000,45174885,84108.937403,45010560,45000000,45017236,4720.644765,BROWSING
10562277,560213,10508856,89,1,449791,10002079,80030.428571,1313607,1.609501,680.629754,1,10002064,660142.3125,2493013.101149,10562277,10600000,10562277,0,10002064,10000000,10002064,0,BROWSING
121170,121170,62958,50,19,37046,48913,20195,10493,115.54015,76264.752001,19,33046,9320.769231,12930.689184,-1,0,-1,0,-1,0,-1,0,BROWSING
61758549,1734590,61701340,4,60,1196717,60024037,133430,5141778.333333,0.437186,287.539139,4,60023959,2375328.807692,11800000,1634864,30900000,60123685,41400000,1196717,30600000,60023959,41600000,BROWSING
106856161,106856067,106850666,2,85,45007209,45006925,3684691.965517,4856848.454545,0.495994,134.592146,2,45006925,2054926.173077,7785787.455635,3754827,21100000,46399279,17600000,3754641,20700000,45006925,17100000,BROWSING
10224681,225075,10171828,232,3,55064,9999683,28134.375,1017182.8,1.956051,696.647651,3,9999606,538141.105263,2291302.107956,10224681,10200000,10224681,0,9999606,9999606,9999606,0,BROWSING
118135914,118135914,118059891,12,26,58934612,59011016,7875727.6,7870659.4,0.270874,72.272688,12,58934612,3810835.935484,14700000,59011765,59000000,59048281,25820.711202,58707708,58800000,58934612,160445.357075,BROWSING
12604819,2594805,12560499,68,20,1975048,10010045,216233.75,1046708.25,2.062703,860.226553,9,10010014,504192.76,2018579.322678,2230852,6302409.5,10373967,5758051.836482,1975048,5992531,10010014,5681578.945203,BROWSING
90122006,90121679,90096391,146,2,45005885,45006594,6437262.785714,5299787.705882,0.36617,72.978846,2,45005753,2816312.6875,11100000,44992117,45100000,45129562,97188.291535,44991276,45000000,45005753,10236.784822,BROWSING
10324709,10324709,88287,215,41722,10160056,46565,1720784.833333,44143.5,0.96855,581.32389,32,10160056,1147189.888889,3379881.169105,10324709,10300000,10324709,0,10160056,10200000,10160056,0,BROWSING
484808,484808,387135,701,2,191290,175159,69258.285714,38713.5,39.190772,19931.601789,2,175159,26933.777778,49963.353656,-1,0,-1,0,-1,0,-1,0,BROWSING
45231665,45194538,45191557,128,150,44998225,45035396,4519453.8,5021284.111111,0.464277,153.985046,4,44998225,2261583.25,10100000,45194538,45200000,45194538,0,44998225,45000000,44998225,0,BROWSING
6100978,6100978,323515,31,223,5642369,114439,610097.8,53919.166667,2.950347,1178.991303,23,5642369,358881.058824,1362227.289316,6100947,6100947,6100947,0,5642369,5642369,5642369,0,BROWSING
10239251,228681,10189499,106,3,53065,10010603,25409,1018949.9,2.050931,677.686288,3,10010570,511962.55,2235834.614705,10239251,10200000,10239251,0,10010570,10000000,10010570,0,BROWSING
10761581,10761581,102686,133,133,10573806,49263,1195731.222222,17114.333333,1.579694,589.78323,9,10573806,672598.8125,2640396.297846,10761581,10800000,10761581,0,10573806,10600000,10573806,0,BROWSING
10448796,10448796,94468,133,132,10275050,49767,1160977.333333,15744.666667,1.626982,581.4067,11,10275050,653049.75,2565925.748227,10448796,10400000,10448796,0,10275050,10300000,10275050,0,BROWSING
10448812,10448812,97823,144,147,10271129,51031,1160979.111111,16303.833333,1.626979,581.40581,12,10271129,653050.75,2564881.12018,10448812,10400000,10448812,0,10271129,10300000,10271129,0,BROWSING
19036964,19036964,93499,116,119,18863922,47774,2115218.222222,15583.166667,0.893,333.404003,6,18863922,1189810.25,4713129.127675,19036964,19000000,19036964,0,18863922,18900000,18863922,0,BROWSING
19036913,19036913,97576,116,120,18856009,50869,2115212.555556,16262.666667,0.893002,333.404896,3,18856009,1189807.0625,4711022.559976,19036913,19000000,19036913,0,18856009,18900000,18856009,0,BROWSING
16903491,16903491,97993,133,137,16725219,52893,1878165.666667,16332.166667,1.005709,359.393216,12,16725219,1056468.1875,4178370.930079,16903491,16900000,16903491,0,16725219,16700000,16725219,0,BROWSING
16903728,16903728,102704,50,72,16721571,55898,1878192,17117.333333,1.005695,359.388178,12,16721571,1056483,4177393.850753,16903728,16900000,16903728,0,16721571,16700000,16721571,0,BROWSING
17638063,17638063,115348,122,131,17437944,58676,1959784.777778,19224.666667,0.963825,344.425576,16,17437944,1102378.9375,4356198.245323,17638063,17600000,17638063,0,17437944,17400000,17437944,0,BROWSING
17638313,17638313,387406,226,227,17162057,285473,1959812.555556,64567.666667,0.963811,344.420694,13,17162057,1102394.5625,4283158.216464,17638313,17600000,17638313,0,17162057,17200000,17162057,0,BROWSING
14959026,14959026,89831,123,125,14786637,45624,1662114,14971.833333,1.136438,406.109328,3,14786637,934939.125,3693831.285721,14959026,15000000,14959026,0,14786637,14800000,14786637,0,BROWSING
14959211,14959211,90254,129,130,14786763,45043,1662134.555556,15042.333333,1.136424,406.104306,3,14786763,934950.6875,3693860.838306,14959211,15000000,14959211,0,14786763,14800000,14786763,0,BROWSING
65729581,60729321,65671969,76,1,60475563,60475608,5520847.363636,6567196.9,0.349919,98.692246,1,60475524,2987708.227273,12900000,5000299,32900000,60729282,39400000,5000260,32700000,60475524,39200000,BROWSING
3105236,3105236,3050755,277,2,1971925,2030400,258769.666667,381344.375,7.084808,2933.432435,2,1971925,147868.380952,449383.389567,3046767,3046767,3046767,0,1971925,1971925,1971925,0,BROWSING
74254492,69261280,74161519,244,0,59469822,59469827,6926128,7416151.9,0.296278,85.274302,0,59469783,3535928.190476,13000000,4993251,24800000,59561143,30200000,4993212,24600000,59469783,30300000,BROWSING
64471677,59479324,64382165,78,2,59095792,59095841,5407211.272727,6438216.5,0.356746,99.330439,2,59095759,2930530.772727,12600000,4992386,32200000,59479291,38500000,4992353,32000000,59095759,38300000,BROWSING
64695420,59698362,64605915,110,1,59320616,59320645,5427123.818182,6460591.5,0.355512,98.986914,1,59320577,2940700.909091,12600000,4997097,32300000,59698323,38700000,4997058,32200000,59320577,38400000,BROWSING
90243916,90218824,90215756,27,2,45072360,45070377,5638676.5,6443982.571429,0.354595,77.744853,2,45045331,2911094.064516,11200000,45051989,45100000,45166835,81208.385386,45026943,45000000,45045331,13002.279454,BROWSING
5340466,5340455,5285333,164,24,4960184,4999257,534045.5,587259.222222,3.932241,1510.542338,9,4960099,267023.3,1104935.984964,5340370,5340370,5340370,0,4960099,4960099,4960099,0,BROWSING
45224254,45186497,45184073,192,201,44999709,45037512,4518649.7,5648009.125,0.442241,152.838342,5,44999709,2380223.894737,10300000,45186497,45200000,45186497,0,44999709,45000000,44999709,0,BROWSING
10154049,153804,10116524,150,1,39365,10000288,15380.4,1124058.222222,2.068141,693.319483,1,10000245,507702.45,2234363.155215,10154049,10200000,10154049,0,10000245,10000000,10000245,0,BROWSING
10165948,163743,10131004,125,143,48345,10002236,14885.727273,1125667.111111,2.164087,693.29491,29,10002205,484092.761905,2180931.614492,10165948,10200000,10165948,0,10002205,10000000,10002205,0,BROWSING
42183407,42183407,42011899,120,110340,13380218,13380185,3834855.181818,5251487.375,0.497826,201.406207,14,13380137,2109170.35,4137856.548177,3149927,8419589.8,13540544,4293759.486288,3149857,8249058.8,13380137,4297043.308383,BROWSING
94504,94504,67448,418,2,31980,33966,18900.8,13489.6,126.978752,97953.525777,2,26789,8591.272727,11041.46508,-1,0,-1,0,-1,0,-1,0,BROWSING
10178895,180517,10144314,188,1,59952,9998409,22564.625,1127146,1.866607,679.052098,1,9998378,565494.166667,2354207.712008,10178895,10200000,10178895,0,9998378,9998378,9998378,0,BROWSING
90243453,90218006,90214802,60,7,45104022,45103967,5638625.375,6443914.428571,0.354596,77.279844,7,45078520,2911079.129032,11200000,45104022,45100000,45113984,7044.197683,44996578,45000000,45078520,57941.743855,BROWSING
150862,150558,128929,110,0,102776,98882,37639.5,18418.428571,86.171468,39347.217987,0,74705,12571.833333,22438.327929,-1,0,-1,0,-1,0,-1,0,BROWSING
15087155,5063573,15034113,200,239,4738014,10023631,460324.818182,1879264.125,1.391913,465.826725,29,10023582,754357.75,2423100.433016,4954178,7543577.5,10132977,3661963.891302,4738014,7380798,10023582,3737460.975222,BROWSING
166287,166287,113199,586,5,51664,29457,23755.285714,18866.5,90.205488,46082.977022,5,26936,11877.642857,13051.722204,-1,0,-1,0,-1,0,-1,0,BROWSING
102216,102216,74614,1137,22,36766,37649,20443.2,14922.8,117.39845,87970.572122,22,27175,9292.363636,11289.696752,-1,0,-1,0,-1,0,-1,0,BROWSING
110537372,110537372,39209806,199,1,71302120,39093085,11100000,5601400.857143,0.171888,73.160777,1,71302120,6140965.111111,18700000,39190744,55300000,71346628,22700000,39048536,55200000,71302120,22800000,BROWSING
119945027,119718542,119905953,85113,193942,64046262,64051266,15000000,20000000,0.133394,65.555031,39074,63843236,7996335.133333,20400000,1678307,39500000,64090340,33200000,1475281,39200000,63843236,33200000,BROWSING
59025150,58999951,58999813,223,5,58899044,58858556,6555550.111111,4916651.083333,0.389664,102.6681,4,58833384,2682961.363636,12500000,58999951,59000000,58999951,0,58833384,58800000,58833384,0,BROWSING
174603,109314,148141,6,40,26513,67446,10931.4,12345.083333,137.454683,46224.864407,6,65289,7591.434783,15431.068184,-1,0,-1,0,-1,0,-1,0,BROWSING
90274027,90248405,90248234,86,5,45088005,45087950,6446314.642857,7520686.166667,0.310167,71.792521,5,45062328,3343482.481481,12000000,45088005,45100000,45160400,51190.995414,44999048,45000000,45062328,44745.717102,BROWSING
90314586,90289563,90289097,110,7,45139993,45140034,6449254.5,7524091.416667,0.310027,71.815642,7,45115011,3344984.666667,12000000,45139993,45100000,45149570,6771.96157,44996895,45100000,45115011,83520.624561,BROWSING
90337672,90312236,90311884,50,5,45164016,45163975,6450874,7525990.333333,0.309948,71.79729,5,45138539,3345839.703704,12000000,45148220,45200000,45164016,11169.458671,44998756,45100000,45138539,98841.50719,BROWSING
90266635,90241661,90241187,41,6,45087973,45088045,6445832.928571,7520098.916667,0.310192,71.842714,6,45063071,3343208.703704,12000000,45087973,45100000,45153688,46467.522115,44998962,45000000,45063071,45331.908624,BROWSING
2812436,2812436,2721106,156,0,2432993,2524631,312492.888889,340138.25,6.755709,2195.605518,0,2432993,156246.444444,569498.047256,2720770,2720770,2720770,0,2432993,2432993,2432993,0,BROWSING
376624,376624,287351,117,1,92894,98634,37662.4,35918.875,53.10336,16501.869238,1,90709,19822.315789,37399.15041,-1,0,-1,0,-1,0,-1,0,BROWSING
146135497,146135497,9803645,192,234,136282213,9394620,12200000,1400520.714286,0.143702,47.948651,22,136282213,7306774.85,30400000,9738448,73100000,136397049,89600000,9342076,72800000,136282213,89800000,BROWSING
265661,216608,202835,222,225,62888,54221,27076,40567,56.462936,23450.939355,37,62826,18975.785714,25425.109475,-1,0,-1,0,-1,0,-1,0,BROWSING
105485551,105474543,105485551,1,52,45005252,44995141,2929848.416667,3767341.107143,0.625678,147.252395,1,44995141,1622854.630769,7822598.197311,2041867,15000000,45153311,20600000,1242839,14500000,44995141,20900000,BROWSING
226104,226104,128624,6,15,97974,67911,25122.666667,18374.857143,79.609383,25957.081697,3,67671,13300.235294,24815.195413,-1,0,-1,0,-1,0,-1,0,BROWSING
223029,223029,170205,16,11134,63085,27379,27878.625,24315,76.223271,44967.246412,16,27482,13939.3125,12719.933036,-1,0,-1,0,-1,0,-1,0,BROWSING
90368377,90343210,90342496,53,3,45112010,45112104,6453086.428571,8212954.181818,0.298777,71.363459,3,45086937,3475706.807692,12200000,45112010,45200000,45231200,84280.057244,44997338,45000000,45086937,63356.06048,BROWSING
90270255,90244838,90244094,45,12,45092012,45091700,6446059.857143,7520341.166667,0.31018,69.613185,12,45066283,3343342.777778,12000000,45092012,45100000,45152826,43001.991779,45001536,45000000,45066283,45783.042751,BROWSING
90248772,90223617,90223451,63,2,45112000,45112018,6444544.071429,7518620.916667,0.310254,69.629756,2,45086863,3342547.111111,12000000,45111617,45100000,45112000,270.820051,44984033,45000000,45086863,72711.790303,BROWSING
91286801,91082407,91082376,53,52,45246479,45205724,7006339,8280216,0.284817,69.791031,6,45000000,3651472.04,12400000,45204033,45500000,45878374,476831.093931,44998309,45000000,45000000,1195.717149,BROWSING
90327646,90289754,90284523,169,174,45120020,45121091,9028975.4,11300000,0.221416,74.251907,2,45083199,4754086.631579,14200000,45120020,45100000,45169734,35153.106506,44959984,45000000,45083199,87126.162038,BROWSING
303604661,303604661,335,23389,1,303581272,333,152000000,111.666667,0.023056,18.115664,1,303581272,50600000,124000000,303604661,304000000,303604661,0,303581272,304000000,303581272,0,BROWSING
90192850,90171176,90170263,114,116,45058224,45080929,11300000,12900000,0.188485,65.337773,5,45058224,5637053.125,15400000,45055945,45100000,45115231,41921.532617,45033252,45000000,45058224,17657.870511,BROWSING
211830,211830,118164,91,91,94234,58313,26478.75,19694,75.532266,28626.728981,9,56591,14122,23815.175209,-1,0,-1,0,-1,0,-1,0,BROWSING
111078645,111012822,111033571,17,2,29959006,29918892,3171794.914286,1914371.913793,0.85525,116.404013,2,29893131,1181687.712766,4729901.812109,8981318,15900000,30003546,9691011.261495,8232133,15400000,29893131,9635049.305768,BROWSING
117401,50832,92156,6,31,49718,67066,6354,8377.818182,178.874115,83661.979029,6,66569,5870.05,16067.002006,-1,0,-1,0,-1,0,-1,0,BROWSING
4863998,4813310,4818292,169,2,4598781,4649503,687615.714286,963658.4,2.878291,1275.288353,2,4598781,374153.692308,1269616.998906,4813310,4813310,4813310,0,4598781,4598781,4598781,0,BROWSING
91414605,91204277,91202131,64,45,45260209,45209743,7015713.615385,8291102.818182,0.284418,67.604077,19,44999415,3656584.2,12400000,45211951,45600000,45992326,551808.454368,44996535,45000000,44999415,2036.467284,BROWSING
118082446,118082446,117998250,173,24,58936787,59012137,9083265.076923,8428446.428571,0.245591,55.842339,17,58936787,4217230.214286,15400000,58987098,59000000,59012076,17662.113152,58738359,58800000,58936787,140309.784374,BROWSING
100465422,100465314,100464974,9,28,48818596,48818697,2790703.166667,4368042.347826,0.607174,177.882098,6,48818582,1674423.7,7910006.246252,4679377,25100000,50154236,22300000,3518517,24400000,48818582,22200000,BROWSING
2724950,2724950,2627885,383,18,2188809,2189069,272495,262788.5,8.073543,2777.298666,18,2188809,129759.52381,473675.790956,2625457,2625457,2625457,0,2188809,2188809,2188809,0,BROWSING
120969433,398985,120867180,280,2,102324,120570527,49873.125,13400000,0.157064,51.583279,2,120570448,6720524.055556,28400000,120969433,121000000,120969433,0,120570448,121000000,120570448,0,BROWSING
119341756,375538,119254594,382,1,92300,118966263,53648.285714,13300000,0.150827,51.95164,1,118966218,7020103.294118,28800000,119341756,119000000,119341756,0,118966218,119000000,118966218,0,BROWSING
119494940,377285,119407025,74,2,93436,119117714,47160.625,13300000,0.159003,52.219784,2,119117655,6638607.777778,28100000,119494940,119000000,119494940,0,119117655,119000000,119117655,0,BROWSING
123250700,385904,123161853,88,2,96326,122864859,48238,13700000,0.154157,50.628516,2,122864796,6847261.111111,29000000,123250700,123000000,123250700,0,122864796,123000000,122864796,0,BROWSING
120944309,390430,120855922,248,2,105766,120553941,55775.714286,13400000,0.148829,51.263264,2,120553879,7114371.117647,29200000,120944309,121000000,120944309,0,120553879,121000000,120553879,0,BROWSING
60477842,60477842,388046,4264,55,59961027,198411,7559730.25,55435.142857,0.281095,97.457181,36,59961027,3779865.125,15000000,60477842,60500000,60477842,0,59961027,60000000,59961027,0,BROWSING
142795312,142795312,377953,649,1,142392844,281288,15900000,47244.125,0.133058,46.626181,1,142392844,7933072.888889,33600000,142795312,143000000,142795312,0,142392844,142000000,142392844,0,BROWSING
58534574,58509068,58508935,14,6,58345876,58305900,8358438.285714,4179209.642857,0.39293,118.699079,2,58280425,2660662.454545,12400000,58509068,58500000,58509068,0,58280425,58300000,58280425,0,BROWSING
14749104,4739770,14703831,59,21,4125414,10009380,394980.833333,1225319.25,1.762819,725.332196,13,10009334,589964.16,2126709.673533,4382939,7374552,10366165,4230779.677972,4125414,7067374,10009334,4160559.731959,BROWSING
116325815,116325815,296496,246,2,115941020,91961,14500000,37062,0.154738,53.298573,2,115941020,6842695,28100000,116325815,116000000,116325815,0,115941020,116000000,115941020,0,BROWSING
83793460,83793460,287311,152,2,83418872,92456,9310384.444444,35913.875,0.226748,74.468819,2,83418872,4655192.222222,19700000,83793460,83800000,83793460,0,83418872,83400000,83418872,0,BROWSING
61632172,61632172,290570,98,132,61253500,92366,6163217.2,36321.25,0.324506,101.894835,18,61253500,3243798.526316,14000000,61632172,61600000,61632172,0,61253500,61300000,61253500,0,BROWSING
64907172,64907172,317123,281,3,64502578,99735,8113396.5,39640.375,0.277319,95.521031,3,64502578,3818068.941176,15600000,64907172,64900000,64907172,0,64502578,64500000,64502578,0,BROWSING
94128779,94128779,296891,375,3,93744124,93400,11800000,37111.375,0.191227,65.867209,3,93744124,5536987,22700000,94128779,94100000,94128779,0,93744124,93700000,93744124,0,BROWSING
